DATE,USALOLITONOSTSAM
1976-02-01,100.626872405706
1976-03-01,100.830810362128
1976-04-01,100.952572393541
1976-05-01,101.004214943726
1976-06-01,101.010214200092
1976-07-01,100.992004075368
1976-08-01,100.964399079135
1976-09-01,100.953086681167
1976-10-01,100.979284140575
1976-11-01,101.064358279731
1976-12-01,101.202560600811
1977-01-01,101.366705091497
1977-02-01,101.535204496068
1977-03-01,101.683300022669
1977-04-01,101.781790258722
1977-05-01,101.824124182367
1977-06-01,101.810959453077
1977-07-01,101.753220883405
1977-08-01,101.670184003045
1977-09-01,101.586545052108
1977-10-01,101.516861638275
1977-11-01,101.462284159988
1977-12-01,101.427878053687
1978-01-01,101.423695625809
1978-02-01,101.45835467013
1978-03-01,101.562010761185
1978-04-01,101.708710299749
1978-05-01,101.856905614146
1978-06-01,101.968170762614
1978-07-01,102.02077956946
1978-08-01,102.006078424824
1978-09-01,101.92625764427
1978-10-01,101.787877810457
1978-11-01,101.610431695842
1978-12-01,101.427049377001
1979-01-01,101.264967222673
1979-02-01,101.107974465978
1979-03-01,100.92799899573
1979-04-01,100.712689807899
1979-05-01,100.478431127621
1979-06-01,100.235392594775
1979-07-01,99.9954489654377
1979-08-01,99.7692285870229
1979-09-01,99.5480515250141
1979-10-01,99.3138486751213
1979-11-01,99.0646234411449
1979-12-01,98.8066110541456
1980-01-01,98.5415039761796
1980-02-01,98.2542067015328
1980-03-01,97.9812237595399
1980-04-01,97.8328717669439
1980-05-01,97.8908740170723
1980-06-01,98.1842867994025
1980-07-01,98.6480130533711
1980-08-01,99.166843454389
1980-09-01,99.6174959772822
1980-10-01,99.9112410602313
1980-11-01,100.025856583624
1980-12-01,100.003087682726
1981-01-01,99.912515847222
1981-02-01,99.8004095014284
1981-03-01,99.6892184503756
1981-04-01,99.5509277364802
1981-05-01,99.3589123424465
1981-06-01,99.1272516301959
1981-07-01,98.886689954006
1981-08-01,98.640926172669
1981-09-01,98.3697638116067
1981-10-01,98.0839570696138
1981-11-01,97.8021773391763
1981-12-01,97.5465266705135
1982-01-01,97.3052744422713
1982-02-01,97.0619658711688
1982-03-01,96.8432608612189
1982-04-01,96.6917757600527
1982-05-01,96.6225141203717
1982-06-01,96.6408923478502
1982-07-01,96.7356998380624
1982-08-01,96.8939935936941
1982-09-01,97.1188868198961
1982-10-01,97.4051074498309
1982-11-01,97.7631182086192
1982-12-01,98.2011723674716
1983-01-01,98.708188547586
1983-02-01,99.2603145488785
1983-03-01,99.8296773200983
1983-04-01,100.385750169974
1983-05-01,100.896365169339
1983-06-01,101.331863358102
1983-07-01,101.677952610645
1983-08-01,101.935500784931
1983-09-01,102.123371620779
1983-10-01,102.249382506796
1983-11-01,102.318916202572
1983-12-01,102.333658580768
1984-01-01,102.296686069021
1984-02-01,102.197678100745
1984-03-01,102.029954302461
1984-04-01,101.801081598234
1984-05-01,101.537543672529
1984-06-01,101.260928467989
1984-07-01,100.999984511468
1984-08-01,100.771758604903
1984-09-01,100.591299711063
1984-10-01,100.46417231574
1984-11-01,100.378145456618
1984-12-01,100.314080295951
1985-01-01,100.264385476307
1985-02-01,100.217477315433
1985-03-01,100.178705940756
1985-04-01,100.146826090209
1985-05-01,100.118203867173
1985-06-01,100.093236201765
1985-07-01,100.062734716906
1985-08-01,100.034956812822
1985-09-01,100.01470759673
1985-10-01,100.007819427794
1985-11-01,100.020225977538
1985-12-01,100.048095433147
1986-01-01,100.071490627632
1986-02-01,100.07962282949
1986-03-01,100.07313561472
1986-04-01,100.060144636501
1986-05-01,100.044966148518
1986-06-01,100.017177659254
1986-07-01,99.973146140121
1986-08-01,99.9263116808754
1986-09-01,99.885065273755
1986-10-01,99.8592134379219
1986-11-01,99.8689409781835
1986-12-01,99.9385581592997
1987-01-01,100.077808011226
1987-02-01,100.265957445532
1987-03-01,100.462759218267
1987-04-01,100.642949864268
1987-05-01,100.792166881852
1987-06-01,100.896269072859
1987-07-01,100.938279937643
1987-08-01,100.899264283837
1987-09-01,100.783704194938
1987-10-01,100.61857778666
1987-11-01,100.45156662347
1987-12-01,100.335610478846
1988-01-01,100.277145506913
1988-02-01,100.267989426627
1988-03-01,100.297440462182
1988-04-01,100.352149002002
1988-05-01,100.420474832107
1988-06-01,100.483125021875
1988-07-01,100.520768089073
1988-08-01,100.537211319946
1988-09-01,100.540515957616
1988-10-01,100.53833873914
1988-11-01,100.531386366835
1988-12-01,100.512898581429
1989-01-01,100.462925404384
1989-02-01,100.364734550789
1989-03-01,100.224900847522
1989-04-01,100.067691448772
1989-05-01,99.9173005910843
1989-06-01,99.8012885671428
1989-07-01,99.7306489106929
1989-08-01,99.7036558286998
1989-09-01,99.7068769756435
1989-10-01,99.7206814921018
1989-11-01,99.7427909935612
1989-12-01,99.7709131910082
1990-01-01,99.8027015989517
1990-02-01,99.8306915570159
1990-03-01,99.8302258848652
1990-04-01,99.7620233218325
1990-05-01,99.6062513171869
1990-06-01,99.3454131768798
1990-07-01,98.9850095929952
1990-08-01,98.5536371593363
1990-09-01,98.1177924808425
1990-10-01,97.740517837997
1990-11-01,97.4815857800654
1990-12-01,97.3815493283484
1991-01-01,97.4398195699602
1991-02-01,97.6402761512101
1991-03-01,97.9349179187658
1991-04-01,98.2675681147722
1991-05-01,98.5996541112418
1991-06-01,98.901824192545
1991-07-01,99.1318355215745
1991-08-01,99.2552398929405
1991-09-01,99.2782001792595
1991-10-01,99.2303170591236
1991-11-01,99.1611768733582
1991-12-01,99.1288577110288
1992-01-01,99.1736079838774
1992-02-01,99.2877834855731
1992-03-01,99.4420884082373
1992-04-01,99.5822821972946
1992-05-01,99.6716202989993
1992-06-01,99.6992752023151
1992-07-01,99.6905922439095
1992-08-01,99.6827445280508
1992-09-01,99.7146894435858
1992-10-01,99.8081049428176
1992-11-01,99.9426207303936
1992-12-01,100.062777451841
1993-01-01,100.120879693129
1993-02-01,100.10473807412
1993-03-01,100.020651546177
1993-04-01,99.8972889359116
1993-05-01,99.7538423043499
1993-06-01,99.6329273328957
1993-07-01,99.566279320225
1993-08-01,99.5774964769189
1993-09-01,99.6721627259393
1993-10-01,99.8413007041667
1993-11-01,100.056699206803
1993-12-01,100.295411893654
1994-01-01,100.518971424654
1994-02-01,100.701085147094
1994-03-01,100.836775720325
1994-04-01,100.922434471584
1994-05-01,100.960277024121
1994-06-01,100.956055301097
1994-07-01,100.923326997817
1994-08-01,100.875904221616
1994-09-01,100.814846261265
1994-10-01,100.733266574537
1994-11-01,100.610301812909
1994-12-01,100.435831783345
1995-01-01,100.20483058415
1995-02-01,99.9191096012392
1995-03-01,99.6070888305503
1995-04-01,99.3167625732625
1995-05-01,99.0872425744255
1995-06-01,98.9340375306053
1995-07-01,98.8449506679037
1995-08-01,98.7886612685798
1995-09-01,98.7395367404803
1995-10-01,98.6983133671096
1995-11-01,98.6784295134122
1995-12-01,98.6933569186262
1996-01-01,98.7535237092701
1996-02-01,98.865416479574
1996-03-01,99.0176209774809
1996-04-01,99.1782162034491
1996-05-01,99.3284348947284
1996-06-01,99.4507214352578
1996-07-01,99.5365770838135
1996-08-01,99.6045870762023
1996-09-01,99.6689718455296
1996-10-01,99.7344263804496
1996-11-01,99.8086021707706
1996-12-01,99.8882922722288
1997-01-01,99.9817635483394
1997-02-01,100.096450177439
1997-03-01,100.220125426886
1997-04-01,100.3482855091
1997-05-01,100.47617862728
1997-06-01,100.598404727431
1997-07-01,100.705102797926
1997-08-01,100.781549249354
1997-09-01,100.832423869766
1997-10-01,100.858974877464
1997-11-01,100.856407419101
1997-12-01,100.823886280302
1998-01-01,100.777404670708
1998-02-01,100.716761109209
1998-03-01,100.625392698216
1998-04-01,100.500681727717
1998-05-01,100.343924740475
1998-06-01,100.165474288424
1998-07-01,99.9930608669437
1998-08-01,99.8484543058876
1998-09-01,99.7608403541101
1998-10-01,99.7616243144318
1998-11-01,99.8538937640106
1998-12-01,100.004572718039
1999-01-01,100.190847877336
1999-02-01,100.38062385656
1999-03-01,100.55137969986
1999-04-01,100.700890590219
1999-05-01,100.828974939581
1999-06-01,100.926191616008
1999-07-01,100.995625448651
1999-08-01,101.046111369836
1999-09-01,101.090612009806
1999-10-01,101.136609691622
1999-11-01,101.184794166016
1999-12-01,101.21882735032
2000-01-01,101.214937496238
2000-02-01,101.15780885094
2000-03-01,101.071946001809
2000-04-01,100.96569118457
2000-05-01,100.83424006347
2000-06-01,100.68566038664
2000-07-01,100.520706481
2000-08-01,100.326479341997
2000-09-01,100.100302027595
2000-10-01,99.8272792372975
2000-11-01,99.5163357434285
2000-12-01,99.1812954316817
2001-01-01,98.8757188053823
2001-02-01,98.6416593890382
2001-03-01,98.4908844521615
2001-04-01,98.4157568811736
2001-05-01,98.393221689897
2001-06-01,98.3736959180932
2001-07-01,98.3348116134237
2001-08-01,98.2791927675582
2001-09-01,98.2435652611282
2001-10-01,98.2910490896703
2001-11-01,98.4449912260196
2001-12-01,98.6861060318494
2002-01-01,98.9647435385342
2002-02-01,99.228471305783
2002-03-01,99.4267476770058
2002-04-01,99.5092531788731
2002-05-01,99.4583273759341
2002-06-01,99.2816334322168
2002-07-01,99.0266822828987
2002-08-01,98.7542200989121
2002-09-01,98.5012947563266
2002-10-01,98.302083749864
2002-11-01,98.1704449737095
2002-12-01,98.0821025340049
2003-01-01,98.0177457939709
2003-02-01,97.9873730818054
2003-03-01,98.0201918647715
2003-04-01,98.1405651613611
2003-05-01,98.3426976778268
2003-06-01,98.6021250349364
2003-07-01,98.9058937098627
2003-08-01,99.2440483668361
2003-09-01,99.6060504005958
2003-10-01,99.9728364425041
2003-11-01,100.314581736251
2003-12-01,100.601052112646
2004-01-01,100.816765200509
2004-02-01,100.94573316385
2004-03-01,101.005448644542
2004-04-01,101.007214551265
2004-05-01,100.969049873516
2004-06-01,100.899380573158
2004-07-01,100.803501317857
2004-08-01,100.696111097237
2004-09-01,100.601618151039
2004-10-01,100.537028378368
2004-11-01,100.5102549032
2004-12-01,100.497274719811
2005-01-01,100.465497950248
2005-02-01,100.408734611422
2005-03-01,100.337141383418
2005-04-01,100.283217326019
2005-05-01,100.270249697941
2005-06-01,100.296274843709
2005-07-01,100.33843966187
2005-08-01,100.399831767046
2005-09-01,100.493642947529
2005-10-01,100.631081980386
2005-11-01,100.7991232067
2005-12-01,100.961381584313
2006-01-01,101.088580285568
2006-02-01,101.170471188966
2006-03-01,101.199949501939
2006-04-01,101.176199978739
2006-05-01,101.121579138387
2006-06-01,101.069836173883
2006-07-01,101.03966356719
2006-08-01,101.049049160166
2006-09-01,101.105953958724
2006-10-01,101.191738893878
2006-11-01,101.291639509114
2006-12-01,101.398917892347
2007-01-01,101.503850942362
2007-02-01,101.607351407242
2007-03-01,101.715591455424
2007-04-01,101.819109185622
2007-05-01,101.897220973733
2007-06-01,101.934505984609
2007-07-01,101.918331294133
2007-08-01,101.846987149981
2007-09-01,101.746189261139
2007-10-01,101.634788400801
2007-11-01,101.517805165888
2007-12-01,101.405856489854
2008-01-01,101.289399548351
2008-02-01,101.155966014159
2008-03-01,101.005653556642
2008-04-01,100.819938367569
2008-05-01,100.572060050572
2008-06-01,100.223739125324
2008-07-01,99.7454838401913
2008-08-01,99.124413985947
2008-09-01,98.3731533433213
2008-10-01,97.5475548964718
2008-11-01,96.7581651361075
2008-12-01,96.0957255452656
2009-01-01,95.6175528163061
2009-02-01,95.3567842613286
2009-03-01,95.328571213806
2009-04-01,95.5217620804912
2009-05-01,95.8715273428998
2009-06-01,96.3157559653723
2009-07-01,96.7997083057176
2009-08-01,97.2882858224861
2009-09-01,97.755454881548
2009-10-01,98.1871713805328
2009-11-01,98.5834124510441
2009-12-01,98.9479032169665
2010-01-01,99.2634201696447
2010-02-01,99.5006566946621
2010-03-01,99.6608014402224
2010-04-01,99.7276941072107
2010-05-01,99.7101885831839
2010-06-01,99.6437242159419
2010-07-01,99.5863541260517
2010-08-01,99.5833627724585
2010-09-01,99.6448499913995
2010-10-01,99.7577277181929
2010-11-01,99.9156089805358
2010-12-01,100.083365363948
2011-01-01,100.223909237776
2011-02-01,100.305213683092
2011-03-01,100.295387238817
2011-04-01,100.193459881837
2011-05-01,100.011709628994
2011-06-01,99.7679711268669
2011-07-01,99.5070391399047
2011-08-01,99.2889592236118
2011-09-01,99.1758321623673
2011-10-01,99.196311951097
2011-11-01,99.3294070792274
2011-12-01,99.5268951264909
2012-01-01,99.7237161754944
2012-02-01,99.8636975561554
2012-03-01,99.9236347731515
2012-04-01,99.9065914788901
2012-05-01,99.8313819728411
2012-06-01,99.7329871598502
2012-07-01,99.6577834186919
2012-08-01,99.6280007764599
2012-09-01,99.6552710875773
2012-10-01,99.7185081169814
2012-11-01,99.8030980127424
2012-12-01,99.9128808954801
2013-01-01,100.040190920544
2013-02-01,100.169430984476
2013-03-01,100.280115070925
2013-04-01,100.384401017588
2013-05-01,100.487547901446
2013-06-01,100.569226072069
2013-07-01,100.617294381244
2013-08-01,100.641767036752
2013-09-01,100.650335874578
2013-10-01,100.650780043295
2013-11-01,100.650764333467
2013-12-01,100.641727185062
2014-01-01,100.627911183836
2014-02-01,100.638287177116
2014-03-01,100.675609516223
2014-04-01,100.724478633398
2014-05-01,100.771070759873
2014-06-01,100.810701066406
2014-07-01,100.835431688153
2014-08-01,100.847357551624
2014-09-01,100.845424259151
2014-10-01,100.819599326814
2014-11-01,100.773264774077
2014-12-01,100.702909954026
2015-01-01,100.614111284238
2015-02-01,100.517616432035
2015-03-01,100.421793711039
2015-04-01,100.3292220012
2015-05-01,100.231857029271
2015-06-01,100.124932135176
2015-07-01,99.9827857918323
2015-08-01,99.8165396599391
2015-09-01,99.6539711231371
2015-10-01,99.5214545819761
2015-11-01,99.4115720058348
2015-12-01,99.3131847564094
2016-01-01,99.2305181194716
2016-02-01,99.1748495072283
2016-03-01,99.1553234229924
2016-04-01,99.1584222835969
2016-05-01,99.1713193583958
2016-06-01,99.1833721938244
2016-07-01,99.2043916630022
2016-08-01,99.2473539168362
2016-09-01,99.3229113623598
2016-10-01,99.4302973421481
2016-11-01,99.5513876277673
2016-12-01,99.6684922233189
2017-01-01,99.7607448293949
2017-02-01,99.821537438737
2017-03-01,99.8563120212371
2017-04-01,99.8772513809591
2017-05-01,99.9020737960157
2017-06-01,99.9382068000846
2017-07-01,99.9829381365066
2017-08-01,100.051679979494
2017-09-01,100.137970494395
2017-10-01,100.230231182611
2017-11-01,100.315885680898
2017-12-01,100.396232504489
2018-01-01,100.481848503922
2018-02-01,100.568719078124
2018-03-01,100.630686157258
2018-04-01,100.658114885048
2018-05-01,100.657422637295
2018-06-01,100.634082269951
2018-07-01,100.589915437785
2018-08-01,100.52274394693
2018-09-01,100.415129353055
2018-10-01,100.268172451604
2018-11-01,100.104064713328
2018-12-01,99.9488546763275
2019-01-01,99.8204059639382
2019-02-01,99.72456637813
2019-03-01,99.6544685505366
2019-04-01,99.5844508471221
2019-05-01,99.5083843418555
2019-06-01,99.4302586480927
2019-07-01,99.3553462330225
2019-08-01,99.2937706316404
2019-09-01,99.2709694007128
2019-10-01,99.2783520034826
2019-11-01,99.2916222193546
2019-12-01,99.2885089699408
2020-01-01,99.2444730180014
2020-02-01,99.1500144239386
2020-03-01,97.5568042466466
2020-04-01,93.3272385999885
2020-05-01,94.707138472356
2020-06-01,96.3889455633875
2020-07-01,97.8174624514434
2020-08-01,98.4145335273593
2020-09-01,98.6669510307475
2020-10-01,98.9845301643999
2020-11-01,99.3376434113877
2020-12-01,99.7101833176471
2021-01-01,100.043305627142
2021-02-01,100.377902442837
2021-03-01,100.665468869274
2021-04-01,100.897660211578
2021-05-01,100.954478687016
2021-06-01,100.951102562875
2021-07-01,100.902979975618
2021-08-01,100.835294703603
2021-09-01,100.775032122579
2021-10-01,100.721745842184
2021-11-01,100.665339357673
2021-12-01,100.584478028237
2022-01-01,100.462423293572
2022-02-01,100.29527157872
2022-03-01,100.081168470231
2022-04-01,99.8289053663135
2022-05-01,99.5493566091625
2022-06-01,99.2781645962479
2022-07-01,99.0557131741089
2022-08-01,98.8918910703964
2022-09-01,98.768946487843
2022-10-01,98.6713339677348
