Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,ILLIQ
1997-05-15,0.1218750029802322,0.125,0.0963540002703666,0.0979169979691505,1443120000,0,0.0,1.9850046932779897e-11
1997-05-16,0.0984380021691322,0.0989580005407333,0.0854170024394989,0.0864579975605011,294000000,0,0.0,4.605781667086543e-11
1997-05-19,0.0880210027098655,0.0885419994592666,0.0812499970197677,0.0854170024394989,122136000,0,0.0,5.970395656889779e-11
1997-05-20,0.0864579975605011,0.0874999985098838,0.0817710012197494,0.0817710012197494,109344000,0,0.0,5.2394253824027186e-11
1997-05-21,0.0817710012197494,0.0822919979691505,0.0687500014901161,0.0713540017604827,377064000,0,0.0,3.591431820336713e-11
1997-05-22,0.0718749985098838,0.0723960027098655,0.0656249970197677,0.0697920024394989,235536000,0,0.0,2.8747222038659947e-11
1997-05-23,0.0703129991889,0.0760419964790344,0.0666669979691505,0.0750000029802322,318744000,0,0.0,2.9412313674559776e-11
1997-05-27,0.0755209997296333,0.0822919979691505,0.0729169994592666,0.0791670009493827,173952000,0,0.0,5.3894169137945405e-11
1997-05-28,0.0812499970197677,0.0817710012197494,0.0765630006790161,0.0765630006790161,91488000,0,0.0,5.6925504336452186e-11
1997-05-29,0.0770829990506172,0.0770829990506172,0.0739580020308494,0.0752599984407424,69456000,0,0.0,4.4992470337591584e-11
1997-05-30,0.0750000029802322,0.0755209997296333,0.0739580020308494,0.0750000029802322,51888000,0,0.0,3.012252734319832e-11
1997-06-02,0.0755209997296333,0.0765630006790161,0.0750000029802322,0.0755209997296333,11832000,0,0.0,1.3209919698984738e-10
1997-06-03,0.0765630006790161,0.0765630006790161,0.0739580020308494,0.0739580020308494,23664000,0,0.0,1.1008276910778635e-10
1997-06-04,0.0739580020308494,0.0744789987802505,0.0697920024394989,0.0708329975605011,61608000,0,0.0,7.607772271055135e-11
1997-06-05,0.0708329975605011,0.0770829990506172,0.0687500014901161,0.0770829990506172,113448000,0,0.0,7.34521327877186e-11
1997-06-06,0.0757810026407241,0.0854170024394989,0.0755209997296333,0.0828130021691322,156144000,0,0.0,6.337741257983379e-11
1997-06-09,0.0828130021691322,0.0854170024394989,0.0828130021691322,0.0843750014901161,47040000,0,0.0,5.53571486047336e-11
1997-06-10,0.0854170024394989,0.0854170024394989,0.0765630006790161,0.0791670009493827,109176000,0,0.0,8.109842603212049e-11
1997-06-11,0.0796879976987838,0.0802080035209655,0.0765630006790161,0.0770829990506172,23760000,0,0.0,1.5340921051975854e-10
1997-06-12,0.0791670009493827,0.0822919979691505,0.0776040032505989,0.0802080035209655,32640000,0,0.0,1.4362728917131234e-10
1997-06-13,0.0812499970197677,0.0812499970197677,0.0791670009493827,0.0791670009493827,13872000,0,0.0,1.5015830957215822e-10
1997-06-16,0.0802080035209655,0.0802080035209655,0.078125,0.078645996749401,18264000,0,0.0,1.14049689058562e-10
1997-06-17,0.0799480006098747,0.0799480006098747,0.0747400000691413,0.0752599984407424,94128000,0,0.0,5.532891956413965e-11
1997-06-18,0.0760419964790344,0.0768230035901069,0.0750000029802322,0.0755209997296333,49296000,0,0.0,3.69807004599709e-11
1997-06-19,0.0755209997296333,0.0765630006790161,0.0750000029802322,0.0755209997296333,20064000,0,0.0,7.790060300956313e-11
1997-06-20,0.0765630006790161,0.0776040032505989,0.0750000029802322,0.0763019993901252,67752000,0,0.0,3.8434293753197966e-11
1997-06-23,0.0770829990506172,0.0770829990506172,0.0739580020308494,0.0750000029802322,20952000,0,0.0,1.4915029685794962e-10
1997-06-24,0.0752599984407424,0.0763019993901252,0.0739580020308494,0.0755209997296333,15024000,0,0.0,1.5601686363656935e-10
1997-06-25,0.0763019993901252,0.0763019993901252,0.0744789987802505,0.0755209997296333,42120000,0,0.0,4.3281116093891865e-11
1997-06-26,0.0760419964790344,0.0760419964790344,0.0752599984407424,0.0755209997296333,63792000,0,0.0,1.2258559667229922e-11
1997-06-27,0.0757810026407241,0.0757810026407241,0.0739580020308494,0.0744789987802505,23760000,0,0.0,7.67256148937174e-11
1997-06-30,0.0755209997296333,0.0799480006098747,0.0739580020308494,0.0770829990506172,54936000,0,0.0,1.090359432617094e-10
1997-07-01,0.0770829990506172,0.0770829990506172,0.0755209997296333,0.0757810026407241,25848000,0,0.0,6.043018109656015e-11
1997-07-02,0.0757810026407241,0.0796879976987838,0.0755209997296333,0.079426996409893,77640000,0,0.0,5.3670762096220286e-11
1997-07-03,0.0799480006098747,0.0958330035209655,0.0796879976987838,0.0955730006098747,251544000,0,0.0,6.418362521937197e-11
1997-07-07,0.0916669964790344,0.1010420024394989,0.0916669964790344,0.1000000014901161,161064000,0,0.0,5.8206712614019756e-11
1997-07-08,0.1020829975605011,0.1166670024394989,0.1020829975605011,0.1151039972901344,310344000,0,0.0,4.6993029924850494e-11
1997-07-09,0.1151039972901344,0.1192710027098655,0.1135419979691505,0.1161459982395172,165240000,0,0.0,3.467081058287961e-11
1997-07-10,0.1166670024394989,0.1286460012197494,0.1166670024394989,0.1281249970197677,181032000,0,0.0,6.617061503077107e-11
1997-07-11,0.1260419934988021,0.1260419934988021,0.1104170009493827,0.1145830005407333,210624000,0,0.0,7.418429309774482e-11
1997-07-14,0.1161459982395172,0.1166670024394989,0.1057289987802505,0.1067709997296333,92088000,0,0.0,1.1877773064078218e-10
1997-07-15,0.1067709997296333,0.1239579990506172,0.1067709997296333,0.1218750029802322,185496000,0,0.0,9.265428538072996e-11
1997-07-16,0.1223959997296333,0.1247399970889091,0.1151039972901344,0.1166670024394989,60480000,0,0.0,1.5932539349825922e-10
1997-07-17,0.1171879991889,0.1171879991889,0.1078130006790161,0.1109379976987838,63384000,0,0.0,1.4790796588861355e-10
1997-07-18,0.109375,0.1109379976987838,0.1078130006790161,0.1078130006790161,15600000,0,0.0,2.0032032177998467e-10
1997-07-21,0.1088540032505989,0.109895996749401,0.1072919964790344,0.1091149970889091,11496000,0,0.0,2.2651359345569486e-10
1997-07-22,0.1083329990506172,0.109375,0.1031249985098838,0.1067709997296333,31272000,0,0.0,1.998593467036364e-10
1997-07-23,0.109375,0.1166670024394989,0.1088540032505989,0.1145830005407333,65184000,0,0.0,1.1986068956952615e-10
1997-07-24,0.1151039972901344,0.1156250014901161,0.1109379976987838,0.1130210012197494,24336000,0,0.0,1.9259548780951038e-10
1997-07-25,0.1109379976987838,0.1124999970197677,0.1109379976987838,0.1114580035209655,12408000,0,0.0,1.2588647009863688e-10
1997-07-28,0.1114580035209655,0.1197919994592666,0.1109379976987838,0.1161459982395172,51480000,0,0.0,1.7198915618653434e-10
1997-07-29,0.1182290017604827,0.125,0.1166670024394989,0.1239579990506172,96288000,0,0.0,8.654243062999646e-11
1997-07-30,0.125,0.1252599954605102,0.1213539987802505,0.1223959997296333,50352000,0,0.0,7.757381395495124e-11
1997-07-31,0.1218750029802322,0.1218750029802322,0.1166670024394989,0.1197919994592666,29088000,0,0.0,1.7904292287999646e-10
1997-08-01,0.1171879991889,0.1208330020308494,0.1124999970197677,0.1208330020308494,71760000,0,0.0,1.161232582369244e-10
1997-08-04,0.1187499985098838,0.1205729991197586,0.1151039972901344,0.1156250014901161,53424000,0,0.0,1.0236975572072804e-10
