Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,ILLIQ
2015-07-06,51.93698251795746,54.34364054660264,51.93698251795746,53.37073516845703,3809700,0.0,0,6.317185155380168e-07
2015-07-07,53.93400966260237,54.65088334538961,53.37074618802872,54.59236145019531,5794300,0.0,0,2.2093042427228322e-07
2015-07-08,54.35095659474076,55.22876250818465,54.16076326714482,55.15561294555664,4276600,0.0,0,2.497309173268084e-07
2015-07-09,55.93832801465355,56.37430657514503,54.49725867093913,54.71671295166016,4267100,0.0,0,4.398884263799525e-07
2015-07-10,54.89959387077834,56.91123780156568,54.86301629420036,56.55279541015625,4983000,0.0,0,4.110418437417874e-07
2015-07-13,58.15478868135844,58.30108780415015,56.991695586589096,57.66468048095703,9078900,0.0,0,1.4422366339105558e-07
2015-07-14,58.11820817379974,58.1547857431265,56.80149939233879,57.057525634765625,18746100,0.0,0,7.219028762183667e-08
2015-07-15,56.80150212573541,57.18188319265229,55.88711865809946,56.11388397216797,6330500,0.0,0,2.0452800482629065e-07
2015-07-16,56.30408548525726,57.671999779986656,56.28945222231263,57.60616683959961,5634100,0.0,0,2.453892472043491e-07
2015-07-17,58.10359403897321,58.29378739809141,56.51622538494719,58.24989318847656,6100900,0.0,0,2.9136062107954885e-07
2015-07-20,58.4839656036875,59.39834909080553,57.88413025937624,58.60100936889648,10284500,0.0,0,1.472331014078756e-07
2015-07-21,58.498596089572594,59.01796521590168,58.08163746246594,58.68147277832031,6088600,0.0,0,1.5378375216564298e-07
2015-07-22,59.12771712498058,59.17892239605124,57.48182623648014,57.52571487426758,5201200,0.0,0,3.262893485293977e-07
2015-07-23,57.76877974546949,57.87927968569283,56.4575280261456,56.531192779541016,2975400,0.55,0,4.778354707088907e-07
2015-07-24,56.66380465544344,57.039502290767736,55.949244580120215,56.28811264038086,3116000,0.0,0,3.4989015104220816e-07
2015-07-27,56.45016849338398,57.44466248714638,56.19970716950336,57.002662658691406,5774300,0.0,0,2.1560281205393306e-07
2015-07-28,57.78352667228742,57.93822436888484,57.09106549872248,57.695125579833984,1895900,0.0,0,4.468373174546971e-07
2015-07-29,57.65092641175296,57.68039344183885,56.72273463496224,57.393096923828125,2278600,0.0,0,4.202838615275238e-07
2015-07-30,57.61409484643684,58.70435254721139,57.16473244479277,58.35075378417969,3247000,0.0,0,4.741669548563671e-07
2015-07-31,58.888512677402886,58.888512677402886,58.09660100908855,58.54228210449219,2685500,0.0,0,2.94884255562962e-07
2015-08-03,58.93271447620843,59.69147227584776,58.86641787014828,59.20528030395508,2681800,0.0,0,3.076494912743242e-07
2015-08-04,59.352602156868464,59.66936568097295,58.68960808080547,58.79273986816406,2429600,0.0,0,4.03258808103178e-07
2015-08-05,58.94007013583831,59.66936074909882,58.82220203416447,59.28630065917969,4324300,0.0,0,1.959065548029397e-07
2015-08-06,59.70621114601023,59.80934295111731,58.571755669570486,58.75592041015625,3708600,0.0,0,3.3370740482845894e-07
2015-08-07,58.29919188667839,58.4759884702038,56.9363738823235,57.79826354980469,3274100,0.0,0,4.702405509545529e-07
2015-08-10,58.512814201366005,58.78538000624538,57.87928712427642,58.05608367919922,3252300,0.0,0,2.786006463022966e-07
2015-08-11,57.18682706359357,59.2863093763378,56.77429988760007,57.437294006347656,3889100,0.0,0,6.459102334056015e-07
2015-08-12,57.33415628227225,57.68774936219129,56.05236591184886,56.49436569213867,3688800,0.0,0,4.4333752178009946e-07
2015-08-13,56.73010542591017,56.77430316295606,55.8387488004947,55.97871017456055,2917500,0.0,0,3.206698757365416e-07
2015-08-14,56.03765309487472,56.53121330410545,55.33561486973377,56.29548263549805,2572800,0.0,0,4.6470710291187894e-07
2015-08-17,55.88293139816789,56.28809594552976,55.62510196814672,55.8387336730957,2260300,0.0,0,2.933212305371171e-07
2015-08-18,55.77980202156116,55.95144477101056,55.29360454384769,55.38937377929688,2009700,0.0,0,3.2733255071049e-07
2015-08-19,55.24942243911278,55.46305421364211,54.45382940712671,55.08735656738281,3025700,0.0,0,3.3355084989106826e-07
2015-08-20,54.52750349702135,55.07558028922285,54.35070688867948,54.69693756103516,2207000,0.0,0,3.284428638619693e-07
2015-08-21,54.00444895475987,54.69690994991541,53.23096067105849,53.23832321166992,5564500,0.0,0,2.63446720973478e-07
2015-08-24,50.26959222540695,53.21622726638467,45.24557970535036,52.207008361816406,9844600,0.0,0,8.096466652819121e-07
2015-08-25,52.70057907947388,53.334106191498165,51.56612368399463,51.720821380615234,4423400,0.0,0,3.996885896603381e-07
2015-08-26,52.833175972108656,54.59379025232813,51.21989122034036,54.44646072387695,5356300,0.0,0,6.298935892290902e-07
2015-08-27,53.90133672038477,55.4335887619364,53.86450714319852,55.382022857666016,5937800,0.0,0,2.642530261608479e-07
2015-08-28,54.80742536536223,55.38938659289355,54.38016183827418,55.02105712890625,2150100,0.0,0,4.693850307517672e-07
2015-08-31,54.66745261154223,54.82951845786544,53.45933254655596,53.525634765625,2688400,0.0,0,5.096659393354725e-07
2015-09-01,52.47222148690638,53.437242949805785,51.30093078910347,51.6545295715332,4671400,0.0,0,4.573173268618225e-07
2015-09-02,52.18491055403657,53.09100341796874,51.79448226040096,53.09100341796875,2986500,0.0,0,4.341272920032777e-07
2015-09-03,53.45196572245815,54.43172336683973,52.88474086638841,53.15730667114258,2595300,0.0,0,5.960707819717648e-07
2015-09-04,52.40592218008008,52.81108688877448,51.661158742600136,51.986026763916016,2997000,0.0,0,3.836930751332464e-07
2015-09-08,52.928932399478775,54.75584865302465,52.1628065912344,54.56431579589844,4450700,0.0,0,5.82614434086829e-07
2015-09-09,54.844258223363695,54.88109342007255,53.02471528334239,53.164676666259766,2936400,0.0,0,6.321952515768142e-07
2015-09-10,53.13520218405888,53.81293261476367,52.87737270402718,53.15730667114258,3619700,0.0,0,2.584633839092982e-07
2015-09-11,53.2235964360716,54.46118340154085,52.74476710878842,54.33595275878906,2146700,0.0,0,7.995603916487759e-07
2015-09-14,54.144421362385685,55.03577782875016,53.448279026822576,54.91791534423828,2927400,0.0,0,5.422896775048098e-07
2015-09-15,55.20522598165085,55.63248392036963,54.33228126506279,55.536720275878906,3393300,0.0,0,3.831676112653878e-07
2015-09-16,55.39675264694035,56.50910927236261,54.73376406594858,56.25864791870117,2302800,0.0,0,7.709506715364037e-07
2015-09-17,56.41335643673492,57.282614418188025,55.9860928007085,56.3028564453125,3142600,0.0,0,4.125633607457288e-07
2015-09-18,55.65458410946244,56.35440784108368,55.25678761497634,55.57355117797852,7231700,0.0,0,1.5177900439832104e-07
2015-09-21,55.75771066077641,56.12604008911762,55.21994722248338,55.39674377441406,3256300,0.0,0,2.7825841188902933e-07
2015-09-22,54.623253080425705,55.15364833446972,54.26229182930274,54.74111557006836,2628700,0.0,0,3.390864325206281e-07
2015-09-23,54.6379864521191,54.95327747922031,53.963942918878296,54.00445938110352,3713200,0.0,0,2.6643718634655173e-07
2015-09-24,53.77610860064639,53.879240414095136,52.8184496240368,53.7171745300293,4416100,0.0,0,2.4020986618471824e-07
2015-09-25,54.36542394872399,54.40225351809906,53.61402879413357,54.0339241027832,3517000,0.0,0,2.2411848847469e-07
2015-09-28,53.63614371061049,53.975006199675526,51.55876541137695,51.55876541137695,5006600,0.0,0,4.826111109932036e-07
2015-09-29,51.68398497283274,52.2880449741567,50.571628592497646,50.97678756713867,3870900,0.0,0,4.434153250301097e-07
2015-09-30,51.3230343301758,52.15546264821906,51.16833660511544,51.9933967590332,3132800,0.0,0,3.150938595197999e-07
2015-10-01,52.50167352556856,53.01733809035792,51.39668525564116,52.177547454833984,2519700,0.0,0,6.431927748211127e-07
2015-10-02,51.70608790112708,52.64164219342598,51.102027852334906,52.60481262207031,2593100,0.0,0,5.937350434194879e-07
2015-10-05,53.0394509623926,53.96027476382302,52.56062146159629,53.21624755859375,6323500,0.0,0,2.2134155170818986e-07
2015-10-06,53.25307849604405,53.81294089617233,52.95841377912064,53.38567733764648,2760200,0.0,0,3.0958884032015377e-07
2015-10-07,53.584563849661286,54.32122270893176,53.39303659283894,53.8865966796875,2325200,0.0,0,3.991854963413145e-07
2015-10-08,53.89395936649544,54.85898057561308,53.5845584056376,54.82951354980469,2239700,0.0,0,5.690146760617437e-07
2015-10-09,54.81480423039445,55.41149628006872,54.50540314883863,54.80006790161133,2938100,0.0,0,3.0839424499849786e-07
2015-10-12,54.81480366336398,54.81480366336398,54.00447419655581,54.3065071105957,2081100,0.0,0,3.893755546625199e-07
2015-10-13,54.22545282033207,54.46118340327369,53.90868932260484,54.0560188293457,2147500,0.0,0,2.572731458294964e-07
2015-10-14,53.864498981205976,54.73375667880549,53.77609789288256,54.34332275390625,1956800,0.0,0,4.894004425198951e-07
2015-10-15,54.62325143979668,55.41147613525391,54.455289950255086,55.41147613525391,2135700,0.0,0,4.477155897358339e-07
2015-10-16,55.75034286043848,57.45939119422552,55.15365098113584,57.01002883911133,3435200,0.0,0,6.712098896977403e-07
2015-10-19,56.641697904198246,56.87006034670426,56.19970372310944,56.57540130615234,1951900,0.0,0,3.434379955913865e-07
2015-10-20,56.13340645944904,56.840603955925445,56.06710985555144,56.62697219848633,1922100,0.0,0,4.024213622465059e-07
2015-10-21,56.7227206330704,57.26784650444272,56.45015488725428,56.75955581665039,2370100,0.0,0,3.4500300290639097e-07
2015-10-22,56.8848170636705,58.88853073120117,56.8848170636705,58.88853073120117,3951700,0.0,0,5.070510584130042e-07
