Date,Open,High,Low,Close,Adj Close,Volume,ILLIQ
2010.1.4,57.650002,59.189999,57.509998,58.549999,41.629894,7325600,2.29333E-07
2010.1.5,58.549999,59.439999,58.23,59.25,42.127605,5697200,2.12385E-07
2010.1.6,59.18,59.93,59.049999,59.43,42.255577,4718800,1.86488E-07
2010.1.7,59.299999,59.900002,58.650002,59.669998,42.426239,5432900,2.3008E-07
2010.1.8,59.25,60.369999,59.25,60.34,42.902618,6651300,1.68388E-07
2010.1.11,60.950001,64.419998,60.849998,64.129997,45.597347,21958800,1.62577E-07
2010.1.12,63.009998,63.16,61.18,62.240002,44.253532,13561900,1.45997E-07
2010.1.13,62.099998,62.779999,61.380001,62.330002,44.317524,8398700,1.66692E-07
2010.1.14,62.099998,62.84,61.75,61.98,44.06868,6224100,1.75126E-07
2010.1.15,61.450001,61.669998,60.009998,60.119999,43.037823,9397000,1.76652E-07
2010.1.19,59.759998,61.200001,59.349998,60.93,43.617672,8056500,2.29629E-07
2010.1.20,60.169998,60.43,59.310001,59.759998,42.780117,6953500,1.6107E-07
2010.1.21,59.5,59.900002,56.700001,56.849998,40.69693,13874900,2.30632E-07
2010.1.22,56.580002,57.540001,54.02,54.25,38.835701,14757600,2.38521E-07
2010.1.25,55.16,56.189999,54.830002,55.139999,39.472816,9777300,1.39097E-07
2010.1.26,54.990002,56.939999,54.599998,55.849998,39.981083,15218300,1.53762E-07
2010.1.27,52.959999,53.84,51.029999,53.439999,38.25584,34041000,8.25475E-08
2010.1.28,53.82,53.830002,51.200001,51.860001,37.124767,15623100,1.68341E-07
2010.1.29,52.779999,53.779999,52,52.240002,37.396809,13962000,1.27489E-07
2010.2.1,52.82,53.5,52.5,52.939999,37.897907,7159100,1.39682E-07
2010.2.2,53.48,53.720001,52.619999,53.549999,38.334591,7665400,1.43502E-07
2010.2.3,53.200001,54,53.099998,53.389999,38.220051,6340800,1.41938E-07
2010.2.4,52.799999,52.860001,51.380001,51.400002,36.79549,11640200,1.27146E-07
2010.2.5,51.209999,51.98,50.689999,51.75,37.046051,15988800,8.06815E-08
2010.2.8,51.639999,52.150002,50.5,50.779999,36.351639,8668700,1.9034E-07
2010.2.9,52.700001,54.25,52.549999,53.529999,38.320274,15494200,1.09719E-07
2010.2.10,53.650002,54.049999,52.450001,53.150002,38.048248,8581500,1.86447E-07
2010.2.11,53.099998,56.27,52.669998,56.150002,40.195847,16405500,2.19439E-07
2010.2.12,55.09,56.549999,54.610001,56.200001,40.231644,13447700,1.44262E-07
2010.2.16,56.77,57.240002,56.189999,57.119999,40.890236,7364200,1.42582E-07
2010.2.17,58.049999,58.349998,57.220001,57.5,41.162251,8450800,1.33715E-07
2010.2.18,57.150002,58.049999,56.849998,57.810001,41.384174,6844000,1.75336E-07
2010.2.19,57.59,58.48,57.310001,58.25,41.699154,8005800,1.46144E-07
2010.2.22,58.73,58.970001,58,58.029999,41.541679,6994800,1.38675E-07
2010.2.23,57.889999,58.380001,56.220001,56.66,40.560925,10311000,2.09485E-07
2010.2.24,56.669998,57.459999,56.459999,56.959999,40.775684,5810100,1.72114E-07
2010.2.25,55.330002,57.02,54.209999,56.790001,40.653992,9965600,2.8197E-07
2010.2.26,56.939999,57.240002,56.099998,57.049999,40.84013,6108500,1.86626E-07
2010.3.1,57.330002,58.389999,57.25,57.849998,41.412819,8398500,1.35738E-07
2010.3.2,58.279999,58.82,58.02,58.150002,41.627567,6583600,1.21514E-07
2010.3.3,58.450001,59.93,58.389999,58.57,41.928234,8833800,1.74331E-07
2010.3.4,58.790001,59,57.810001,58.450001,41.842342,6195600,1.92072E-07
2010.3.5,59.41,59.580002,58.900002,59.23,42.4007,6626900,1.02612E-07
2010.3.8,59.470001,59.490002,58.57,58.91,42.171635,4755100,1.93477E-07
