Date,Open,High,Low,Close,Adj Close,Volume,ILLIQ
2010.1.4,170.050003,174.25,169.509995,173.080002,142.858566,9135000,5.18884E-07
2010.1.5,173,176.259995,172.570007,176.139999,145.384247,11659400,3.16482E-07
2010.1.6,175.380005,175.380005,173.759995,174.259995,143.832581,7381100,2.19481E-07
2010.1.7,174.320007,178.75,173.949997,177.669998,146.647186,8727400,5.49992E-07
2010.1.8,176.330002,177.429993,173.949997,174.309998,143.873795,7268100,4.78804E-07
2010.1.11,175.059998,175.059998,170.520004,171.559998,141.604034,7704900,5.89235E-07
2010.1.12,170.009995,170.479996,167.029999,167.820007,138.517044,10360100,3.33008E-07
2010.1.13,168.009995,169.669998,166.119995,169.070007,139.548813,11269500,3.1501E-07
2010.1.14,168,170.720001,167.210007,168.529999,139.103058,10521400,3.33605E-07
2010.1.15,167.600006,167.800003,164.580002,165.210007,136.362778,10896300,2.95513E-07
2010.1.19,165.009995,167.399994,163.899994,166.860001,137.724625,7705300,4.54233E-07
2010.1.20,165.800003,168.179993,164.320007,167.789993,138.492294,8893900,4.34004E-07
2010.1.21,169.289993,171,156.770004,160.869995,132.780594,51738300,2.75038E-07
2010.1.22,158.690002,159.75,152.25,154.119995,127.209167,30175600,2.48545E-07
2010.1.25,156.130005,158.300003,154.5,154.979996,127.919029,17877000,2.12564E-07
2010.1.26,154.910004,156.5,150.699997,150.880005,124.53492,15985900,3.6282E-07
2010.1.27,150.75,152.929993,148.270004,151.5,125.0467,19899000,2.34182E-07
2010.1.28,154.229996,155.199997,149.949997,153.289993,126.524155,16160700,3.24862E-07
2010.1.29,154.440002,154.880005,147.809998,148.720001,122.752083,18502800,3.82105E-07
2010.2.1,149.820007,155.25,149.210007,153.130005,126.392059,12980800,4.65302E-07
2010.2.2,153.649994,157.5,153.649994,156.940002,129.536789,17246600,2.23233E-07
2010.2.3,157.919998,159.940002,157.110001,157.229996,129.776169,16785200,1.68601E-07
2010.2.4,155.270004,156.059998,150.449997,150.679993,124.369865,18895000,2.96904E-07
2010.2.5,150.820007,154.460007,148.869995,154.160004,127.242203,18759200,2.97988E-07
2010.2.8,154.270004,154.600006,150.820007,151.100006,124.716537,10257300,3.68518E-07
2010.2.9,152.699997,153.529999,149.649994,152.490005,125.863808,14017300,2.76801E-07
2010.2.10,152.770004,155.350006,151.759995,153.630005,126.804749,10555300,3.40115E-07
2010.2.11,154.399994,155.320007,152.25,154.050003,127.151443,11163400,2.75006E-07
2010.2.12,152.369995,154.5,151.139999,153.929993,127.052376,10293200,3.26429E-07
2010.2.16,155.300003,157.740005,154.600006,157.399994,129.916473,11497100,2.73112E-07
2010.2.17,158,158.190002,155.809998,157.259995,129.800903,10070000,2.36346E-07
2010.2.18,155.610001,156.589996,154.880005,155.729996,128.538086,10991100,1.5558E-07
2010.2.19,154.509995,157,154.490005,156.179993,128.9095,8693000,2.88737E-07
2010.2.22,157.199997,157.970001,156.029999,156.710007,129.346985,7375500,2.63033E-07
2010.2.23,156.809998,160.210007,155.910004,156.699997,129.338684,15696000,2.73955E-07
2010.2.24,157.339996,159.25,156.869995,158.330002,130.684067,8361500,2.84639E-07
2010.2.25,156.229996,156.440002,154.320007,156.440002,129.124069,10519900,2.01522E-07
2010.2.26,156.259995,156.990005,155.259995,156.350006,129.339203,7812700,2.21436E-07
2010.3.1,156.509995,158.289993,156.169998,156.539993,129.496338,6522800,3.25013E-07
2010.3.2,157.179993,159.75,156.910004,158.75,131.324463,11986400,2.36935E-07
2010.3.3,159.039993,159.449997,157.229996,157.720001,130.472504,10006000,2.21867E-07
2010.3.4,158.25,163.850006,158.110001,163.610001,135.345001,15439500,3.71774E-07
2010.3.5,165.110001,168.25,165,167.179993,138.298203,12226700,2.65812E-07
2010.3.8,167.880005,170.690002,167.460007,169.839996,140.498627,9344500,3.45657E-07
2010.3.9,169.220001,172.199997,168,168.850006,139.679672,12958700,3.24106E-07
2010.3.10,170.259995,172.339996,168.869995,171.940002,142.235855,13107200,2.6474E-07
2010.3.11,171.399994,173.570007,171.100006,173.509995,143.534637,8910600,2.77198E-07
2010.3.12,175.009995,176.339996,174,174.960007,144.734146,10216900,2.29032E-07
2010.3.15,173.949997,175.199997,170.380005,173.529999,143.551132,13958600,3.45306E-07
2010.3.16,174.330002,176.419998,173.559998,176.190002,145.751587,11687700,2.44702E-07
2010.3.17,176.860001,177.880005,175.570007,176.639999,146.123871,10138600,2.27842E-07
2010.3.18,176.199997,177.75,175.660004,177.449997,146.794006,6883500,3.03624E-07
2010.3.19,177.899994,178.210007,175.949997,177.899994,147.166214,10896600,2.07405E-07
2010.3.22,176.210007,176.949997,175.229996,176.160004,145.726822,7320400,2.3496E-07
2010.3.23,176.25,176.809998,173.289993,174.830002,144.626556,10804800,3.25782E-07
2010.3.24,173.639999,175.960007,173.639999,174.410004,144.27919,8396100,2.7632E-07
2010.3.25,175.240005,178.729996,174.779999,174.899994,144.684525,9534300,4.14293E-07
2010.3.26,175.380005,175.479996,171.910004,172.869995,143.005188,11811500,3.02247E-07
2010.3.29,173.869995,174.429993,171.639999,174.050003,143.981308,11785600,2.36729E-07
2010.3.30,174.259995,174.779999,170.699997,171.380005,141.772629,8184600,4.98497E-07
2010.3.31,170,171.660004,169.850006,170.630005,141.152176,8243200,2.19575E-07
2010.4.1,171.720001,172,169.5,170.220001,140.813034,6480600,3.85767E-07
2010.4.5,170.679993,173.369995,169.770004,173.160004,143.245102,6135000,5.86796E-07
2010.4.6,172.610001,173.889999,172.149994,172.899994,143.030014,7743600,2.24702E-07
2010.4.7,172.889999,177.899994,172.809998,176.360001,145.892227,13887200,3.66524E-07
2010.4.8,176.100006,180.800003,175.279999,179.5,148.489822,10668800,5.17397E-07
2010.4.9,180.279999,181,177.5,179.119995,148.175491,8462000,4.13614E-07
2010.4.12,179.360001,180.380005,177.839996,177.839996,147.116592,6040800,4.20476E-07
2010.4.13,177.559998,180,177.110001,179.25,148.283005,6466400,4.46925E-07
2010.4.14,183.910004,185.940002,183.070007,184.919998,152.973465,12556400,2.28568E-07
2010.4.15,185.539993,185.600006,183.660004,184.270004,152.435806,7838700,2.4749E-07
2010.4.16,183.619995,186.410004,155.550003,160.699997,132.937683,102043700,3.02419E-07
2010.4.19,155.600006,163.729996,155,163.320007,135.105103,54299200,1.60776E-07
2010.4.20,166.440002,166.710007,158,159.979996,132.342056,42196600,2.06415E-07
2010.4.21,161.669998,163.139999,157,158.929993,131.473434,30371000,2.02167E-07
2010.4.22,157.929993,162,156.289993,159.050003,131.572754,24823000,2.30029E-07
2010.4.23,160.190002,160.720001,157,157.399994,130.207748,14916000,2.49397E-07
2010.4.26,156.720001,156.990005,151.520004,152.029999,125.765503,30940700,1.7679E-07
2010.4.27,150.25,156.190002,150.149994,153.039993,126.60099,34516800,1.74987E-07
2010.4.28,156.660004,157.649994,154.690002,157.009995,129.885132,21226100,1.39451E-07
2010.4.29,159.550003,161.050003,158.339996,160.240005,132.557144,18464300,1.4677E-07
2010.4.30,151.899994,152.5,143.300003,145.199997,120.115433,73187900,1.25704E-07
2010.5.3,147.839996,150.649994,146.539993,149.5,123.672607,28282700,1.45319E-07
2010.5.4,149.029999,152.350006,147.830002,149.449997,123.63121,30313400,1.49109E-07
2010.5.5,148.100006,151.220001,147.199997,148.190002,122.588882,18355200,2.19012E-07
2010.5.6,147.479996,148.630005,139.059998,142.320007,117.732964,22984700,4.16364E-07
2010.5.7,145.380005,146.550003,141.5,142.990005,118.287239,21268500,2.3744E-07
2010.5.10,149.089996,149.899994,141.199997,143.830002,118.982079,23098200,3.76653E-07
2010.5.11,142.399994,145.5,141.550003,141.970001,117.443459,15497900,2.54873E-07
2010.5.12,144.240005,147.649994,142.279999,147.199997,121.769943,15457000,3.47415E-07
2010.5.13,148.360001,148.449997,144.419998,144.649994,119.660423,11517900,3.4989E-07
2010.5.14,143.410004,144.149994,141.899994,143.229996,118.485764,10977400,2.04967E-07
2010.5.17,143.470001,144.300003,138.529999,142.639999,117.997658,16330100,3.53335E-07
2010.5.18,143.690002,143.75,136.600006,137.360001,113.629837,18025300,3.96664E-07
2010.5.19,137.949997,140.130005,136.100006,140.100006,115.896523,18079900,2.22899E-07
2010.5.20,138.199997,139.490005,135.75,136.100006,112.587563,16279200,2.29741E-07
2010.5.21,137.080002,143.449997,136.25,140.619995,116.32666,25553400,2.81763E-07
2010.5.24,142,142.949997,136.509995,136.690002,113.0756,16556800,3.88964E-07
2010.5.25,134.729996,143.190002,134.199997,142.559998,117.931511,21490900,4.18317E-07
2010.5.26,144.289993,145.800003,139.690002,140.300003,116.061974,17073900,3.57856E-07
2010.5.27,142.929993,145.050003,141.039993,144.949997,120.208481,12910200,3.10608E-07
2010.5.28,144.419998,145.800003,143.100006,144.259995,119.636284,10683700,2.52721E-07
2010.6.1,144.259995,146.399994,141.699997,141.860001,117.645935,9455200,4.97081E-07
2010.6.2,142,145,141.139999,144.830002,120.108971,7668400,5.03365E-07
2010.6.3,144.910004,145.25,142.5,144.039993,119.453827,7454900,3.68885E-07
2010.6.4,142.169998,145.869995,141.710007,142.25,117.969368,14900400,2.79186E-07
2010.6.7,142.279999,143.270004,137.850006,138.679993,115.008713,12238600,4.42861E-07
2010.6.8,139.139999,139.679993,135.050003,137.779999,114.262367,14587000,3.17405E-07
2010.6.9,138.589996,139.419998,136.220001,136.800003,113.449631,8950600,3.57518E-07
2010.6.10,137.600006,137.770004,131.300003,133.770004,110.936798,21931000,2.95016E-07
2010.6.11,133.330002,136.050003,133,135.639999,112.487625,9241800,3.30023E-07
2010.6.14,137.110001,137.110001,133.399994,133.440002,110.663155,10951400,3.3877E-07
2010.6.15,134.630005,137.399994,133.300003,136.899994,113.532524,10649300,3.85001E-07
2010.6.16,136.059998,138.259995,135.710007,137.059998,113.665237,7077700,3.60285E-07
2010.6.17,136.949997,138.380005,135.220001,137.320007,113.880829,8104300,3.89917E-07
2010.6.18,137.820007,139.720001,137.520004,138.179993,114.594086,10154900,2.16644E-07
2010.6.21,139.649994,140.149994,137.309998,137.740005,114.229187,8691000,3.26774E-07
2010.6.22,137.539993,137.75,134.589996,134.789993,111.782738,9002200,3.51026E-07
2010.6.23,133.899994,136.380005,132.729996,135.070007,112.014938,8232200,4.43382E-07
2010.6.24,134.139999,135.979996,133.110001,134.979996,111.940285,9967900,2.87924E-07
2010.6.25,136.990005,140.899994,135.429993,139.660004,115.821434,14332300,3.81655E-07
2010.6.28,140.380005,140.380005,136.529999,136.660004,113.333488,9908100,3.88572E-07
2010.6.29,134.979996,135.850006,133.169998,133.759995,110.928535,10338100,2.59236E-07
2010.6.30,133.679993,134.300003,131.020004,131.270004,108.863556,9139800,3.5887E-07
2010.7.1,131.690002,133.75,129.5,131.139999,108.755722,11645300,3.64954E-07
2010.7.2,132.110001,132.380005,129.690002,131.080002,108.705956,6566400,4.09662E-07
2010.7.6,133.740005,134.389999,131.070007,132.259995,109.684555,7820100,4.24546E-07
2010.7.7,132.440002,136.130005,132.070007,135.830002,112.64521,9300400,4.3654E-07
2010.7.8,136.919998,137.169998,133.559998,135.460007,112.338326,9895700,3.64805E-07
2010.7.9,135.360001,138.5,134.589996,138.059998,114.49456,6919900,5.65038E-07
2010.7.12,137.610001,138.309998,136.029999,137.25,113.822823,4728900,4.82142E-07
2010.7.13,138.5,141.199997,138.110001,140.25,116.310738,8983900,3.43948E-07
2010.7.14,139.289993,139.589996,137.649994,139.059998,115.323845,6068500,3.19684E-07
2010.7.15,140.020004,146.25,137.820007,145.220001,120.432442,21621900,3.89882E-07
2010.7.16,151.470001,152,146.050003,146.169998,121.220261,29604600,2.00982E-07
2010.7.19,147.669998,147.699997,144.100006,145.679993,120.813889,10875900,3.31006E-07
2010.7.20,142.179993,149.729996,141.550003,148.910004,123.492554,20571400,3.97639E-07
2010.7.21,150.050003,150.970001,146.860001,146.990005,121.900276,11337000,3.6253E-07
2010.7.22,148.880005,149.880005,144.160004,146.550003,121.535355,13307300,4.29839E-07
2010.7.23,146.649994,148.410004,144.570007,147.380005,122.223686,7306900,5.2553E-07
2010.7.26,147.389999,149,145.210007,148.199997,122.903755,6089000,6.22433E-07
2010.7.27,149.089996,149.660004,147,147.229996,122.099312,7151200,3.71966E-07
2010.7.28,147,148.649994,146.779999,147.199997,122.074478,4845600,3.85916E-07
2010.7.29,148.270004,153.149994,147.630005,152.580002,126.53614,15657700,3.52541E-07
2010.7.30,151.350006,153.410004,150.800003,150.820007,125.076561,8792400,2.96847E-07
2010.8.2,152.820007,153.639999,151.610001,152.740005,126.668785,6523100,3.11201E-07
2010.8.3,152.119995,153.960007,151.410004,153.190002,127.04203,5648500,4.51448E-07
2010.8.4,153.619995,157.25,153,156.410004,129.712341,12283700,3.45987E-07
2010.8.5,155.630005,156.220001,154.399994,155.919998,129.30603,5680200,3.20412E-07
2010.8.6,154.539993,156.059998,153.770004,155.179993,128.692352,8082600,2.83324E-07
2010.8.9,155.929993,156.199997,154.589996,155.399994,128.874771,4209800,3.82441E-07
2010.8.10,154.020004,154.770004,153.179993,153.899994,127.630821,5861700,2.71254E-07
2010.8.11,151.720001,152,148.910004,149.25,123.774559,7734400,3.99513E-07
2010.8.12,147.809998,150.589996,147.809998,149.419998,123.915512,4949300,5.61695E-07
2010.8.13,149.380005,150.449997,148.080002,148.080002,122.804245,4218700,5.61783E-07
2010.8.16,147.580002,149.179993,147,147.759995,122.538864,3760100,5.7977E-07
2010.8.17,148.679993,149.789993,148.139999,148.589996,123.227196,4391600,3.75716E-07
2010.8.18,148.539993,149.940002,147.729996,149.199997,123.73304,4460600,4.9545E-07
2010.8.19,148.669998,149.660004,146.279999,147.050003,121.950058,5290900,6.38834E-07
2010.8.20,147.440002,148.970001,147.25,148.240005,122.936928,5276800,3.25955E-07
2010.8.23,148.119995,148.5,146.600006,146.740005,121.692932,3729200,5.09491E-07
2010.8.24,144.800003,145.490005,143.820007,143.949997,119.379204,6372300,2.62071E-07
2010.8.25,142.809998,145.330002,142.75,144.679993,119.984566,5638400,4.57577E-07
2010.8.26,144.940002,145.160004,141.660004,141.809998,117.604439,6818100,5.13339E-07
2010.8.27,141.130005,141.740005,138.25,139.75,115.896065,11252000,3.10168E-07
2010.8.30,138.830002,140.110001,136.649994,136.660004,113.618042,6205800,5.57544E-07
2010.8.31,136.25,138.009995,135.789993,136.929993,113.842522,7064100,3.14265E-07
2010.9.1,139.009995,140.339996,137.800003,139.740005,116.178787,6897700,3.68238E-07
2010.9.2,139.929993,140.149994,138.449997,139.779999,116.212006,4992000,3.40544E-07
2010.9.3,141.619995,147.990005,141.330002,147.289993,122.455734,13588500,4.90121E-07
