Date,Open,High,Low,Close,Adj Close,Volume,ILLIQ
2010.1.4,56.630001,57.869999,56.560001,57.720001,43.901619,5277400,2.48228E-07
2010.1.5,57.330002,57.689999,56.27,57.220001,43.521343,7882800,1.80139E-07
2010.1.6,56.939999,57.389999,56.5,56.790001,43.194271,6015100,1.47961E-07
2010.1.7,56.41,56.529999,54.650002,56.27,42.798771,10371600,1.81264E-07
2010.1.8,56.07,56.830002,55.639999,56.77,43.17907,6576000,1.80962E-07
2010.1.11,56.93,57.360001,56.619999,57.02,43.369228,4062700,1.82145E-07
2010.1.12,57.139999,57.419998,54.82,56.029999,42.616222,11268300,2.30736E-07
2010.1.13,56.349998,56.75,55.959999,56.529999,42.996529,5056200,1.56244E-07
2010.1.14,56.349998,56.529999,55.91,56.16,42.715111,4668900,1.32793E-07
2010.1.15,56.029999,56.509998,55.650002,56.25,42.783546,7240000,1.18784E-07
2010.1.19,56.41,57.75,56.240002,57.549999,43.772331,8570100,1.76194E-07
2010.1.20,57.619999,57.619999,56.41,57.200001,43.506115,6625700,1.82622E-07
2010.1.21,57.43,57.560001,56.310001,56.630001,43.072582,5833700,2.14272E-07
2010.1.22,56.669998,57.299999,56.529999,56.599998,43.04977,5967600,1.2903E-07
2010.1.25,56.720001,56.790001,55.549999,55.709999,42.372829,6719400,1.84541E-07
2010.1.26,56.200001,56.869999,55.700001,56.580002,43.034557,14880300,7.86273E-08
2010.1.27,56.349998,57.880001,56.349998,57.740002,43.916847,9695000,1.57814E-07
2010.1.28,57.869999,58.779999,57.560001,58.080002,44.175438,11638200,1.04827E-07
2010.1.29,58.349998,58.93,58.16,58.48,44.479691,9465700,8.13463E-08
2010.2.1,58.52,58.84,58.369999,58.720001,44.662231,7079100,6.63928E-08
2010.2.2,58.599998,59.299999,58.41,59.23,45.050125,7660900,1.16174E-07
2010.2.3,58.900002,59.419998,58.860001,59.07,44.92844,7082600,7.90666E-08
2010.2.4,58.900002,59.060001,57.330002,57.529999,43.757122,9534500,1.81446E-07
2010.2.5,57.540001,58.029999,56.639999,57.68,43.871204,8409900,1.65281E-07
2010.2.8,57.540001,57.919998,56.700001,57.459999,43.703876,5947800,2.05117E-07
2010.2.9,58.240002,58.400002,56.700001,57.209999,43.513741,18732200,9.07529E-08
2010.2.10,57.09,57.290001,56.369999,56.84,43.232304,6019100,1.52847E-07
2010.2.11,56.560001,57,56.23,56.5,42.973701,8491100,9.06832E-08
2010.2.12,56.220001,56.720001,56.02,56.48,42.958496,8008700,8.74051E-08
2010.2.16,56.619999,57,56.200001,56.990002,43.346405,5245900,1.525E-07
2010.2.17,56.93,57.57,56.75,57.200001,43.506115,6831900,1.20025E-07
2010.2.18,57.299999,57.439999,57.099998,57.27,43.559372,8120500,4.18695E-08
2010.2.19,57.049999,57.709999,56.950001,57.380001,43.643028,7131600,1.06568E-07
2010.2.22,57.360001,57.439999,56.799999,57.099998,43.430077,7176800,8.91762E-08
2010.2.23,56.959999,57.220001,56.349998,56.380001,42.882431,7703000,1.12943E-07
2010.2.24,56.66,56.98,56.349998,56.740002,43.156242,4887700,1.28895E-07
2010.2.25,56.48,56.48,55.779999,56.25,42.783546,6592200,1.06186E-07
2010.2.26,56.25,57.029999,56.099998,56.610001,43.057354,6351700,1.46418E-07
2010.3.1,56.740002,57.09,56.720001,56.900002,43.277946,5638400,6.56213E-08
2010.3.2,56.91,57.02,56.470001,56.869999,43.255116,7219100,7.61866E-08
2010.3.3,56.869999,57.169998,56.669998,56.900002,43.277946,5655600,8.84079E-08
2010.3.4,57.009998,57.080002,56.369999,56.77,43.17907,6127000,1.15881E-07
2010.3.5,56.75,57.259998,56.209999,57.240002,43.536545,6529100,1.60818E-07
2010.3.8,57.25,58.099998,57.200001,57.610001,43.817963,4409300,2.04113E-07
2010.3.9,57.27,57.93,57.259998,57.759998,43.93206,5095400,1.31492E-07
2010.3.10,57.98,57.990002,57.5,57.779999,43.947269,4620700,1.06045E-07
2010.3.11,57.43,57.740002,57.080002,57.490002,43.726704,4346900,1.51832E-07
2010.3.12,57.720001,57.75,57.16,57.43,43.681061,3601400,1.63825E-07
2010.3.15,57.27,57.75,56.529999,56.889999,43.27034,7051800,1.73006E-07
2010.3.16,57.290001,57.540001,56.709999,57.419998,43.673443,6256500,1.32662E-07
2010.3.17,57.360001,57.43,56.900002,57.43,43.681061,5348600,9.9091E-08
2010.3.18,57.41,58.439999,57.16,58.310001,44.350391,6442600,1.98677E-07
2010.3.19,58.919998,60.130001,57.650002,60,45.635792,18901000,1.3121E-07
2010.3.22,59.610001,60.389999,59.5,60.09,45.704254,8837000,1.00713E-07
2010.3.23,59.889999,60.080002,59.610001,60.060001,45.681427,5024800,9.35363E-08
2010.3.24,59.790001,60,58.959999,59.07,44.92844,9367100,1.11027E-07
2010.3.25,59.400002,59.790001,59,59.259998,45.072945,8863000,8.91347E-08
2010.3.26,59.34,59.919998,59,59.41,45.187031,5627100,1.63494E-07
2010.3.29,59.700001,60.150002,59.610001,59.91,45.567337,4268700,1.26502E-07
2010.3.30,59.810001,60.27,59.560001,60.09,45.704254,4360400,1.62829E-07
2010.3.31,60,60.220001,59.689999,59.84,45.514095,4975100,1.06531E-07
